trans_id,transactions,customer_age
5735,"meat,whole milk,dessert,soft cheese,frozen meals,rolls/buns,misc. beverages,long life bakery product,chocolate,specialty bar",64
5736,"other vegetables,butter,fruit/vegetable juice,salty snack,chocolate",60
5737,"meat,chicken,citrus fruit,other vegetables,whole milk,yogurt,frozen vegetables,white bread,napkins",66
5738,rolls/buns,22
5739,"chicken,hamburger meat,grapes,other vegetables,whipped/sour cream,brown bread,canned beer,sparkling wine,flower (seeds)",21
5740,"sausage,root vegetables,whole milk,yogurt",69
5741,canned beer,25
5742,yogurt,52
5743,"chicken,hamburger meat,other vegetables,frozen vegetables,rolls/buns,pastry",67
5744,"hamburger meat,shopping bags",59
5745,"whole milk,curd,pastry",76
5746,"frankfurter,pip fruit,whole milk,soda",37
5747,newspapers,57
5748,"whole milk,mayonnaise,soda,newspapers",57
5749,"rolls/buns,canned beer",45
5750,"other vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,waffles,seasonal products",51
5751,"sausage,butter",44
5752,"sausage,tropical fruit,root vegetables,other vegetables,whole milk,frozen vegetables,domestic eggs,flour,margarine,sugar,ketchup,baking powder,canned vegetables,bottled water,cooking chocolate,newspapers",74
5753,canned beer,52
5754,"tropical fruit,berries,root vegetables,other vegetables,whole milk,cream cheese ,frozen meals,white bread,soda,salty snack,napkins,shopping bags",73
5755,"condensed milk,soda",50
5756,"margarine,long life bakery product,candles",51
5757,"whole milk,pet care",53
5758,"yogurt,bottled water,canned beer,napkins",25
5759,"processed cheese,rolls/buns,soda,flower (seeds)",58
5760,"grapes,rolls/buns,pastry,bottled beer",16
5761,canned beer,52
5762,soda,36
5763,"whole milk,rolls/buns,newspapers",62
5764,"sausage,other vegetables,whole milk,yogurt,cream,frozen vegetables,frozen potato products,roll products ,rice,cat food,misc. beverages,fruit/vegetable juice,bottled beer,salty snack,specialty chocolate",60
5765,"pork,beverages,white bread",36
5766,"pork,pip fruit,root vegetables,curd,yogurt,whipped/sour cream,UHT-milk,domestic eggs,salt,margarine,ketchup",17
5767,"turkey,beef,semi-finished bread",56
5768,"other vegetables,napkins",75
5769,whipped/sour cream,20
5770,"hard cheese,salt,canned vegetables",16
5771,"pork,hamburger meat,other vegetables,whole milk,brown bread,margarine,bottled water,bottled beer,flower (seeds)",53
5772,"citrus fruit,berries,curd,yogurt,soda",67
5773,"sausage,pot plants",28
5774,"citrus fruit,other vegetables,frozen meals,domestic eggs,fruit/vegetable juice,pot plants",79
5775,"other vegetables,curd cheese",80
5776,"Instant food products,long life bakery product,specialty chocolate,cling film/bags,house keeping products",22
5777,"sausage,root vegetables,ice cream,white bread,salt",53
5778,"frankfurter,pip fruit,hard cheese,bottled water,chocolate",73
5779,"chicken,flower (seeds)",40
5780,"other vegetables,newspapers",20
5781,"chicken,turkey,citrus fruit,tropical fruit,berries,onions,whole milk,yogurt,whipped/sour cream,rolls/buns,pastry,margarine,cat food,soda,kitchen utensil,pot plants",61
5782,"chicken,other vegetables,dessert,soda",39
5783,"ham,tropical fruit,butter,cream cheese ,domestic eggs,white bread,pastry,tea,fruit/vegetable juice,chocolate,shopping bags",56
5784,"pip fruit,whole milk,yogurt,specialty cheese,domestic eggs,salty snack,photo/film",19
5785,"sausage,chicken,pork,root vegetables,other vegetables,whole milk,rolls/buns,fruit/vegetable juice,canned beer",28
5786,"ham,beef,other vegetables,yogurt,canned fish",55
5787,other vegetables,33
5788,"sausage,citrus fruit,other vegetables",23
5789,"tropical fruit,other vegetables,whole milk,dessert,bottled water,soda,canned beer,seasonal products",69
5790,"ham,tropical fruit,newspapers",56
5791,"tropical fruit,rolls/buns,chocolate,chocolate marshmallow,newspapers",41
5792,canned beer,53
5793,"sugar,white wine,newspapers",67
5794,"bottled water,soda",54
5795,"whole milk,yogurt,bottled beer",24
5796,"pip fruit,other vegetables,butter milk,specialty cheese,frozen vegetables,white bread,sugar,coffee",74
5797,"rolls/buns,coffee,salty snack,long life bakery product,waffles",29
5798,"whole milk,whipped/sour cream,domestic eggs,bottled water,soda,specialty chocolate,pot plants",63
5799,"hamburger meat,berries,other vegetables",72
5800,"soda,candy",26
5801,"whipped/sour cream,long life bakery product,napkins,pot plants",21
5802,"organic sausage,other vegetables,liquor (appetizer),red/blush wine",31
5803,"onions,other vegetables",68
5804,"sausage,chicken,pork,other vegetables,whole milk,butter,yogurt,margarine,fruit/vegetable juice,bottled beer",77
5805,"sausage,beef,citrus fruit,tropical fruit,berries,root vegetables,whole milk,white bread,brown bread,fruit/vegetable juice,bottled beer,cling film/bags",80
5806,"root vegetables,other vegetables,whole milk,pastry,cling film/bags,shopping bags",46
5807,"root vegetables,other vegetables,butter,rolls/buns,flour,bottled water,liquor,candy",37
5808,"pork,onions,other vegetables,butter,dessert,beverages,UHT-milk,specialty cheese,frozen vegetables,rolls/buns,coffee,shopping bags",76
5809,"whole milk,curd,soda,light bulbs,pot plants,shopping bags",41
5810,"ham,organic sausage,tropical fruit,pip fruit,onions,other vegetables,whole milk,butter,curd,yogurt,sliced cheese,salt,margarine,jam,bottled beer,chewing gum,abrasive cleaner",60
5811,"frankfurter,meat,beef,other vegetables,frozen vegetables,white bread,pastry,soups,pickled vegetables,specialty vegetables,cat food,soda",43
5812,"UHT-milk,bottled water,chewing gum,cling film/bags,shopping bags",44
5813,"frozen vegetables,soda",54
5814,"pip fruit,frozen meals,ice cream,fruit/vegetable juice",70
5815,"tropical fruit,root vegetables,domestic eggs",36
5816,"meat,organic sausage,citrus fruit,whole milk,oil,soups",22
5817,"other vegetables,white bread,soda,bottled beer",34
5818,"root vegetables,other vegetables,sparkling wine,popcorn,shopping bags",76
5819,liqueur,69
5820,soda,35
5821,"margarine,soda",16
5822,"frankfurter,beef,pip fruit,root vegetables,other vegetables,curd,yogurt,margarine,sugar",26
5823,sugar,66
5824,"sausage,tropical fruit,butter milk,spread cheese,tidbits,bottled water,soda,bottled beer",19
5825,"chicken,root vegetables,other vegetables,whipped/sour cream,margarine,sauces,canned beer,shopping bags",74
5826,"domestic eggs,pastry",60
5827,"condensed milk,pastry,female sanitary products,shopping bags",16
5828,"canned beer,shopping bags",71
5829,"frankfurter,meat,pork,citrus fruit,yogurt,whipped/sour cream,frozen vegetables,frozen potato products,soda",79
5830,"pork,tropical fruit,yogurt,sugar,bottled water,light bulbs",72
5831,whole milk,21
5832,"tropical fruit,whole milk,beverages,rolls/buns",34
5833,"pork,tropical fruit,yogurt,white bread,fruit/vegetable juice",49
5834,"root vegetables,other vegetables,specialty chocolate",19
5835,"citrus fruit,soda,misc. beverages",23
5836,house keeping products,20
5837,pip fruit,65
5838,"ham,pip fruit,yogurt,frozen meals,bottled water,soda,napkins",76
5839,"waffles,newspapers",68
5840,"beverages,UHT-milk,zwieback,misc. beverages",64
5841,beverages,50
5842,"citrus fruit,pip fruit,berries,frozen fish,white bread,pastry,long life bakery product,waffles,specialty bar,newspapers",71
5843,"ice cream,white bread,red/blush wine,salty snack,chocolate,specialty chocolate,dental care",29
5844,"salty snack,chocolate",28
5845,rolls/buns,43
5846,"white bread,brown bread",51
5847,"tropical fruit,pip fruit,berries,ice cream,white bread",35
5848,chocolate,61
5849,"whole milk,frozen vegetables,pastry,cleaner",68
5850,yogurt,68
5851,"coffee,red/blush wine",73
5852,soda,17
5853,"butter milk,hard cheese,instant coffee",80
5854,"pork,root vegetables,other vegetables,pastry",78
5855,"condensed milk,tidbits,rolls/buns,coffee,bottled water,soda,misc. beverages,cake bar",51
5856,"sugar,coffee",19
5857,"frankfurter,sausage,onions,other vegetables,curd,dessert,condensed milk,soft cheese,rolls/buns,pastry,potato products,soda,rum,specialty chocolate,shopping bags",64
5858,"sausage,packaged fruit/vegetables,yogurt,rolls/buns,seasonal products",52
5859,bottled water,74
5860,"sausage,beef,tropical fruit,root vegetables,other vegetables,whole milk,brown bread,newspapers",48
5861,salty snack,55
5862,light bulbs,50
5863,"onions,whole milk,canned beer,hygiene articles,shopping bags",29
5864,"tropical fruit,whole milk,yogurt,ice cream,bottled water,soda,hygiene articles,napkins",50
5865,"soups,canned vegetables",54
5866,whole milk,56
5867,"bottled water,soda,female sanitary products",75
5868,"other vegetables,whole milk,brown bread",76
5869,"soda,bottled beer,liquor",18
5870,"frankfurter,other vegetables",77
5871,"domestic eggs,pastry,hygiene articles",73
5872,"curd cheese,bottled beer",43
5873,"butter,hard cheese,white bread,chocolate,candy",66
5874,"whole milk,cream cheese ,roll products ,napkins,dishes,cling film/bags",25
5875,pastry,19
5876,"tropical fruit,oil",69
5877,"misc. beverages,canned beer",66
5878,other vegetables,19
5879,"root vegetables,bottled beer,chocolate",40
5880,"ham,tropical fruit,dog food,soda,canned beer",54
5881,rolls/buns,45
5882,"pastry,soda",64
5883,fruit/vegetable juice,46
5884,chewing gum,32
5885,"sausage,root vegetables,packaged fruit/vegetables,yogurt,frozen potato products,brown bread,soda,candy",49
5886,"other vegetables,condensed milk,coffee,detergent",44
5887,"whole milk,pastry",35
5888,"root vegetables,onions,other vegetables,whole milk",23
5889,ice cream,74
5890,canned beer,34
5891,"tropical fruit,other vegetables,yogurt,chewing gum",17
5892,"citrus fruit,other vegetables,packaged fruit/vegetables,yogurt,margarine,sugar,artif. sweetener,baking powder,candles",76
5893,"specialty chocolate,photo/film",50
5894,candy,38
5895,"margarine,pickled vegetables,coffee,bottled beer,chocolate marshmallow",59
5896,"other vegetables,frozen meals,domestic eggs",74
5897,"tropical fruit,other vegetables,newspapers",74
5898,"tropical fruit,other vegetables,yogurt",20
5899,specialty chocolate,77
5900,"frankfurter,sausage,tropical fruit,whole milk,yogurt,whipped/sour cream,white bread,flour,oil,soda,hygiene articles",62
5901,"misc. beverages,waffles,candy",16
5902,"tropical fruit,grapes,other vegetables,curd,beverages,pastry,nut snack",56
5903,"ham,whole milk,white bread,bottled beer",79
5904,"other vegetables,soft cheese,frozen meals,brown bread,canned fish",64
5905,"tropical fruit,root vegetables,other vegetables,curd,yogurt,whipped/sour cream,cream cheese ,margarine,bottled water,newspapers",75
5906,canned beer,76
5907,beef,77
5908,"hamburger meat,whole milk,coffee",64
5909,"whole milk,dessert,beverages,detergent,flower (seeds)",45
5910,"finished products,beef,citrus fruit,yogurt,frozen potato products,pastry,soups,coffee,candy",62
5911,"other vegetables,yogurt,white bread",69
5912,"citrus fruit,other vegetables,UHT-milk,rolls/buns,flour",63
5913,"sausage,other vegetables,rolls/buns,fruit/vegetable juice",33
5914,"sausage,yogurt,rolls/buns",55
5915,"pork,newspapers",38
5916,"berries,other vegetables,yogurt,margarine,mustard,fruit/vegetable juice,detergent",77
5917,"sausage,pip fruit,processed cheese,frozen meals,pastry,semi-finished bread,dog food,syrup",58
5918,"berries,pastry,sugar,soda,chocolate,make up remover",74
5919,"sausage,liver loaf,ham,pip fruit,yogurt,soft cheese,sliced cheese,rolls/buns,white bread,brown bread,pastry,soda,canned beer,newspapers,shopping bags",51
5920,pasta,27
5921,"other vegetables,chocolate marshmallow",48
5922,"sausage,beef,hamburger meat,other vegetables,whole milk,butter,domestic eggs,roll products ,sauces,bottled beer",26
5923,"other vegetables,curd,soups,pudding powder,canned fish",69
5924,"frankfurter,sausage,pork,pip fruit,onions,whole milk,domestic eggs,brown bread,hygiene articles,newspapers",63
5925,sausage,78
5926,"UHT-milk,brown bread,mustard,coffee,soda,dish cleaner",19
5927,"whole milk,butter",76
5928,"misc. beverages,napkins",80
5929,"liver loaf,dessert,domestic eggs,soda,cleaner,shopping bags",35
5930,"pet care,bottled water,soda,liquor (appetizer)",25
5931,"whole milk,whipped/sour cream,cream cheese ,soda",39
5932,"chicken,other vegetables",78
5933,"dessert,long life bakery product",34
5934,"pork,beef,soda,canned beer",49
5935,"beef,root vegetables,packaged fruit/vegetables,whole milk,rolls/buns,pastry,oil,bottled water,soda,canned beer",44
5936,"soda,soap",34
5937,"pet care,coffee,bottled beer",29
5938,"root vegetables,whipped/sour cream",19
5939,"tropical fruit,pip fruit,whole milk,yogurt,frozen meals,rolls/buns,soda,candy,kitchen towels",47
5940,"chicken,root vegetables,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,soda",44
5941,"soda,misc. beverages",62
5942,"chicken,root vegetables",37
5943,"tropical fruit,yogurt,beverages,UHT-milk,fruit/vegetable juice,hygiene articles",53
5944,"beverages,specialty bar",17
5945,onions,31
5946,"whole milk,bottled beer,rum",51
5947,"chicken,soda",64
5948,"tropical fruit,yogurt,frozen dessert,domestic eggs,tea",60
5949,"citrus fruit,bottled water,dishes",73
5950,"semi-finished bread,bottled beer,liquor",48
5951,"tropical fruit,other vegetables,curd,dessert,sliced cheese,white bread,soda,fruit/vegetable juice",54
5952,"hamburger meat,citrus fruit,tropical fruit,whole milk,yogurt,brown bread,napkins,shopping bags",78
5953,"sausage,hamburger meat,whole milk,dessert,rolls/buns,specialty chocolate,detergent",26
5954,"tropical fruit,other vegetables,pastry,long life bakery product,waffles,chocolate,specialty bar,shopping bags",33
5955,curd,35
5956,"tropical fruit,yogurt,rolls/buns",67
5957,"tropical fruit,other vegetables,pickled vegetables",68
5958,"whole milk,whipped/sour cream,pastry,salty snack,long life bakery product,chewing gum",39
5959,zwieback,17
5960,"cream cheese ,spread cheese",71
5961,"rolls/buns,specialty bar",27
5962,"meat,tropical fruit,other vegetables,candy",52
5963,"brown bread,sauces,pet care",25
5964,soda,21
5965,"UHT-milk,brown bread,coffee,shopping bags",26
5966,"frankfurter,organic sausage,whole milk,chewing gum",70
5967,"meat,chicken,root vegetables,other vegetables,whole milk,whipped/sour cream,rolls/buns,abrasive cleaner,cleaner,napkins,house keeping products",23
5968,whole milk,63
5969,"sausage,hamburger meat,packaged fruit/vegetables,whole milk,processed cheese,frozen vegetables,rolls/buns,white bread,tea,long life bakery product,cling film/bags,photo/film",50
5970,"herbs,other vegetables,sliced cheese,cream cheese ,salt,oil,margarine,fruit/vegetable juice,bottled beer,chewing gum,hygiene articles",58
5971,"whole milk,butter milk",32
5972,other vegetables,47
5973,"brown bread,jam,fruit/vegetable juice",31
5974,whipped/sour cream,37
5975,"other vegetables,baking powder,napkins",62
5976,"pork,tropical fruit,whole milk,rolls/buns,chocolate,newspapers",58
5977,flower soil/fertilizer,59
5978,"whole milk,bottled water",19
5979,"grapes,root vegetables,whole milk,curd,whipped/sour cream,jam",42
5980,"liver loaf,pork,citrus fruit,other vegetables,yogurt,misc. beverages",51
5981,rolls/buns,62
5982,"citrus fruit,tropical fruit,onions,whole milk,domestic eggs,cat food",18
5983,"sausage,whole milk",26
5984,"pastry,jam",53
5985,"beverages,bottled water,long life bakery product",55
5986,"beverages,brown bread,pastry,soda,newspapers,shopping bags",53
5987,"other vegetables,whole milk,brown bread,cat food,chewing gum,napkins",70
5988,"tropical fruit,packaged fruit/vegetables,sliced cheese",62
5989,"beef,root vegetables,white bread,soda",27
